marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_length,length_bin,month,category
US,44672728,R16F5JR3AN0YI1,B006XJ5NC2,636615324,Volcano Watch (The Forensic Geology Series Book 3),Digital_Ebook_Purchase,2,6,7,False,True,big letdown,"For 3/4 of the way through, this book was impressive.  Good writing, if a bit obscure at times,  good character development, a subtle plot, and of course the great tidbits about geology. Even the similes are about geology.  It was compelling enough to forgive the very numerous, and often confusing typos.  How was the author going to wrap this up in a satisfying way?<br />POSSIBLE SPOILER ALERT<br />  And then, what was a murder mystery with a volcano in the background became a story about a volcano exploding, with a murder mystery lost in the ash.  And, if I read the word \""ash \"" one more time, I'll probably go blind.  I almost couldn't finish the book, and it had been a page turner.  I want my villains to meet with appropriate ends, not sort of fade away into the mist (or ash).  Also, because this takes place in a real location, in real time, it was very confusing when suddenly we seem to be in a fictional event, since I assume the volcano at Mammoth has not in fact destroyed Mammoth Lakes.  Story telling is an art, and Ms. Dwiggins is relatively new to the genre.  I hope she focuses more on the story, and less on the writing, next time around. Although, I would hesitate to read anything else by her at this point.",2012-06-30,226,long,2012-06,ebooks
US,52892397,R7KKNO5P6MP7V,B005709NXI,761518040,Dragon Age Origins: Ultimate Edition,Digital_Video_Games,5,3,3,False,True,A Qualified Five,"I'd like to give this product a glowing five stars. Instead, my rating is a qualified five stars--more 4.5. But I'll err on the high side given this is an incredible game. The plot is as basic as it gets: bog standard individual becomes hero as along the way, s/he amasses an army to defeat an enemy that threatens to destroy the world. The setting is fantasy Middle Ages; characters range from dwarves to elves to humans, each with varying abilities. You can choose to be a warrior (one-handed blade with shield or two-handed greatsword), a mage (staff, although this path allows the character to become a cool arcane warrior wielding blades and staves) or a rogue (swapping between bow and arrow, and two blades/daggers). Through the game's opening character-building feature, you can manipulate the appearance of your character.<br /><br />What makes the game and story so remarkable is the level of character development made possible through interactive dialogue with the party of comrades you collect along the way as well as key figures throughout the story. (This is the case with Bioware games in general.) Your responses affect the course of the relationship with each comrade and, in more than a few cases, the outcome of story. Sometimes, the choices you are asked to make are difficult. You build your character's personality through these dialogues and create levels of intimacy or hostility with your comrades depending your choices. Romance options are available with four characters, and these options allow for two same-sex pairings (hats off to you, Bioware!!).<br /><br />The graphics are gorgeous, especially the rendering of backgrounds. This is a world created with attention to detail, and I can imagine the affection the designers and artists brought to this project.<br /><br />I got this Mac version because I'd played the game on an XBox 360 and was frustrated I couldn't snag screen caps or capture video (I was that captivated!). So I turned to my desktop: an iMac out of the box with no modifications.<br /><br />iMac: 27\"" screen<br />OS X: Version 10.7.3 (Lion)<br />Processor: 2.7 GHz, Intel Core 15<br />Memory: 4GB 1333 MHz DDR3<br />Graphics: AMD Radeon HD 6770M 512MB<br /><br />Yes, this version can play on Lion. I can play the game with video options set on high, and everything is stunning. Some control features are great; others are irritating, but it didn't take long to get used to them. The biggest problem I had was the frequent crashing (and once the game froze).  I'm used to the crash-prone XBox, but I'd hoped the desktop version would run more smoothly. At least the crashes were consistent: they happened only when I entered a fight and tried pausing the action to set up my attack. This is supposed to be one of the great features of this game: the ability to pause and set up strategy.<br /><br />So I tried to avoid pausing or leaving my character in the thick of things. On the Mac, one way to control the character's position is to right-click the exact place to which you want your character to go. Your character then runs to that place. The same right-click also allows you to select the enemy you wish to target. If you can't pause to select which enemy to attack, you have to select in the heat of battle. Too many clicks trying to select the moving baddies and my game would crash. If I missed clicking on the baddie, my character would race off to the *place* I clicked. This is a big problem when your character's attacks are ranged. Sometimes the battle's over before your hero gets to the spot you intended to mark as a target. Changing the in-game video options to lower settings didn't change the crashing proble.<br /><br />That said, these were obviously frustrations with which I could cope (I'm playing through a second time, still crashing).  I SAVE FREQUENTLY, at anyplace I imagine I'm going to face an enemy. I got tired of long retraces. But within this game with the simple plot is greatness. I adore the characters; much of the party banter is hilarious; the world and those who people it are compelling. It's a tale told well. And as is so often the case, it's the telling that makes all the difference.",2012-03-31,721,extra_long,2012-03,games
US,42334573,R3OWSW5YFUNWHZ,B005S4YE8W,255599023,TurboTax Deluxe Federal + E-file + State 2011 [Old Version],Digital_Software,4,0,0,False,True,Gets the job done...,"I have been using Turbo Tax for years. The product is user friendly intuitive, but still with a few glitches. I am not aware of a better product other than just filling out IRS forms yourself, but then you have to mail the return and refunds take weeks and not days. I will continue to use Turbo Tax because I have become accustomed to it even with its minor short comings, some of which come from trying to do too much, rather than keeping things simple and streamlined...",2012-07-17,88,medium,2012-07,software
US,45072376,RD7726K77WVL5,B000QR21X6,864017106,Structures From Silence,Digital_Music_Purchase,5,3,3,False,True,A paradise of calmness,This music is beyond words. It will make feel calm and relaxed. I heard that Steve Roach have a kind of near death experience himself. In that episode he heard music that he could not comprehend but make a very big impression on him and when he got back he was focused on recreating the music he heard.<br /><br />I am not so sure about if that really happens or not the truth is I am a very light sleeper. This music helps me to easily concentrate and maintain my sleep. If you have - as lots of parents do -  a baby that don't let you sleep try playing this to your baby. I can almost guarantee it will relax him or her to the point that they will stop crying and go back to sleep. My cat was sleeping almost in front of the speakers!!!<br /><br />With that said the music is not boring or monotonous it just hit the right notes to make feel a pleasant sense of calmness. If you want to meditate I bet that could help you to do that as well.<br /><br />Sounds are very soft and in progression and there is not a drum sound or anything that marks a beat so there is sense of endlessness involved.<br /><br />Sometimes I need to retrieve myself from the craziness of our daily routine to calm myself down. This music is perfect for just that. Highly recommended.,2012-02-02,243,long,2012-02,music
US,21515989,R1LOWK2UYAXO86,B004XNNGDS,714199034,Selection Event,Digital_Ebook_Purchase,2,2,4,False,False,Caricatured characters and directionless plot biggest problems,"Imagining what a world nearly emptied of humans could look like has a horrific, yet romantic fascination for me. What disasters would Earth face in our absence and how would it regrow and flourish? For the humans that would remain in such a dystopia, what facets of human behavior would survive? In Selection Event, we follow a survivor who had been locked away in an isolation experiment as he struggles against food and fuel scarcity and violent religious fanatics in his efforts to build a functioning community. The world and story premise are promising, but the novel ultimately fails because it lacks forward momentum towards a climax or a central struggle. In addition, most of the characters are disappointingly little more than caricatures.<br /><br />The story begins when Martin Lake, a previously underemployed college graduate, emerges from a year-long, underground isolation to discover the experiment managers dead and zoo animals roaming the property. A new type of flu had wiped out humanity during his year away, he reads in increasingly sparse newspapers. After a relatively undramatic shock and mourning period, we follow Martin and his dog Isha as they encounter a fun-loving bipolar motorcyclist, a crazed cult leader, and a smattering of other random people leftover from humanity's demise.<br /><br />The relationships Martin develops fall under one of two extremes. Either they become best friends, though we rarely get to see the relationship actually disclose into affection, or they become dire enemies--always because the other person is totally insane. There are no stories of people coming together through their differences, since difference always entails fatal clashing, even though the main characters are supposed to be embracing of diversity. Diversity is acceptable when it means disparate background, not when it means divergent world views.<br /><br />Probably the best character is Isha, Martin's dog, who enjoys her own perspective chapters. It's pretty epic that Isha is a main character and that her story is developed quite fully, but it's also telling that the dog is one of the only deep characters and Isha's relationship with her \""pet\"" cat is the relationship with the most narrating.<br /><br />The part of this book I liked best was the very practical struggle for survival that each character had to endure. For example, at first they use leftover gas to power their generators and cars, but when the gas begins to go bad, they have to find new solutions for power and transportation--new solutions that are quite old from the perspective of human history. They have to discover what their most basic needs are and learn to value the small luxuries they can afford. I like a good book that takes me away from my environment and my assumptions and shows me a new, purer or better way of living and this book, seen from the perspective of basic needs and survival, is an interesting journey.<br /><br />Finally, a note on the liberal slate. I am a liberal and I enjoy a good liberal read. That said, I also enjoy genuine explorations of \""non-liberal\"" topics such as religion and power. I want to understand problems with religion, not just told they exist. I want to experience struggles between Christians and atheists in their struggle to rebuild the world, not just shown how magnificently they would clash. I'm sure this novel turns off many Christians or religious people because of its portrayal of every religious person as inherently fanatical and ultimately insane.<br /><br />I think this type of story could be a powerful atmosphere for a deep analysis of evil. Does it exist? Does it reside within humans or are humans at base never evil? Why does a person commit an unspeakable act of emotional or physical violence on another person? Rather than explore evil, this story caricatures it and then all too easily snuffs it out.<br /><br />I see that the author, Wayne Wightman, wrote several books in 2011. I think at least this book couldreally have benefitted from him slowing down, taking a break from his story, and giving it a good story edit. I watched the commentary of Cast Away the other day and the director noted that the screenplay went through 125 drafts. 125 drafts. Incredible. But that's what it takes for mediocre work to become excellent.<br /><br />Overall, I felt like I was reading a draft of a story, and that's too bad because I'd like to have read the final version.really have benefitted from him slowing down, taking a break from his story, and giving it a good story edit. I watched the commentary of Cast Away the other day and the director noted that the screenplay went through 125 drafts. 125 drafts. Incredible. But that's what it takes for mediocre work to become excellent.<br /><br />Overall, I felt like I was reading a draft of a story, and that's too bad because I'd like to have read the final version.",2012-08-26,820,extra_long,2012-08,ebooks
US,45620109,R2GT7SORSPRFGP,B003X09YPQ,773883843,The New Metal Masters: Korn * Audioslave * Limp Bizkit * P.O.D. * Rage Against the Machine * Linkin Park * Tool * and more! (Way They Play),Digital_Ebook_Purchase,1,1,9,False,False,Epic Troll is Epic,"LOLOLOLOL Some writer thinks this is metal, and some editor may have believed them.<br /><br />Seriously, look up Burzum, Dissection, Behemoth, Celtic Frost... you're on Amazon aren't you?",2012-02-12,28,short,2012-02,ebooks
US,33454962,R3NLE6JRNVVEFK,B009FREK3W,164653521,Mr. Blue Sky - The Very Best Of Electric Light Orchestra,Digital_Music_Purchase,3,28,32,False,True,"Above Average, Originals Are Better","I hate to say anything negative about ELO but this release was a bit of a letdown for me.  I know Jeff had moved from strings (Light Orchestra) to synthesizer but I was hoping that a couple of the new releases would have the orchestra sound, and enhanced even.  This release sounds like a bunch of alternate cuts, similar to what you got on the re-released \""New World Record\"".  Having said that I will say that I still enjoyed the release and am glad I bought it.  I recommend it to ELO fans, it's fun to listen to.  I do not agree that these new cuts are better than the originals though, that's the reason for three stars only.",2012-10-10,119,medium,2012-10,music
US,29157944,R2C2Q2TIRP2ZHT,B0083ECOBI,642456730,Trial Junkies (A Trial Junkies Thriller Book 1),Digital_Ebook_Purchase,4,6,6,False,True,This is a page turner,I got this book because it sounded interesting and it was free.  I could not put my Kindle down.  I just had to know what was going to happen on the next page.  I was even surprised by the ending.  This is a good author and a good read.,2012-05-27,49,short,2012-05,ebooks
US,10085454,R31VRDEQMJDO9W,B003XETDY4,557231510,Heavyweights,Digital_Video_Download,5,0,0,False,False,Fun for the whole family!!!!,"Heavyweights is a great fun comedy for everyone of all ages. The characters are so much fun, daring, hilarious, and sometimes even serious. I love when camp MVP comes over to 'Camp Hope' to try and show off how better they are. Thats when the fun really starts...The kids make smart remarks at camp MVP, and everything they say, and do, is hilarious! One of Jerry's new friends is Josh. He is one of the jokesters that makes this movie worthwhile. Josh'll throw out a lot of jokes here and there, and right from the beginning...you automatically know that he is going to either get in trouble, or throw out a serious joke! When the new owner of 'Camp Hope' is introduced, he takes away all of the candy, sweets, anything fattening so that the kids can lose weight. Now, the kids are furious at all of their candies 'secret hiding places' are. They have nothing left to eat when they're tired of healthy food! A few of Jerry's friends, and him, go into the the new owner's house to look for any kind of sweets there. They don't find any candy, but...they find something, very disturbing. Jerry had written a letter to his grandma about everything going on. The go-karts were destroyed, the blob was punctured, the food was horrible, and his parents wouldn't listen to him. Well, the kids found a locked trunk, hoping that maybe some sweet candy would be in there. Instead, there were all the letters that the kids letters to be sent home to their loved ones! All of the kids think that he's 'sick', and Jerry finds his letter from his grandma! Now, the kids left immediately because the owner was coming! They relax at the restrooms, and Jerry hears 'food' wrapper. Philip yells to go away, and they open the door to find him eating a sandwich! The group of kids demand to know where Philip got the food at and he says 'Okay but you guys got to keep it a secret, okay.' Late at night, kids one by one, go out and grab themselves a piece of food. Even Pat decides to get in on the action along with thekids! This movies is so wonderful, every time that I re-watch it, I laugh over and over again. It makes me feel like when I was five, watching it for the first time. Its a great movie about being heavy, and being proud of who you are and not about what people think of you!",2012-04-15,424,long,2012-04,videos
US,49989755,R2HSC236TL22OZ,B007MY3Z72,128248842,Driven by Desire,Digital_Video_Download,3,2,3,False,False,the devil's children!,"This is the 1st time I've seen this seris and my jaw is on the ground.  In law school, they teach that conspiracies are worse than crimes committed by single actors.  There's a multiplier effect on the evil and efficiency and effectiveness.  This episode was painful to watch as the murders were so senseless and wicked.  I don't know why this case doesn't get that much attention when the killers are pure garbage just like the DC Snipers and the Atlanta Child Murderer.<br /><br />The couple commit many crimes and the show goes through each of them.  After awhile, it gets irritating.  This was different from a show like \""Forensic Files\"" where some scientific truth is the key to getting the killer convicted.  Near the end, we learn a governor commuted the death sentence of the retarded female in the couple.  I think recently the Supreme Court may have ruled that the retarded can't face capital punishment, so this case may have been a forerunner of that.<br /><br />From the 1st minute of the show, I was ready to put these killers up under the jail.  No wonder \""wicked\"" is in the title.  I don't know if this episode will make me avoid the series or become addicted to it.",2012-05-29,210,long,2012-05,videos
